Sample_id	Country	Region	Site	Year	Month	Day	Sample_type	Site_type	Weather_condition	Subfamily	Genus	Species	Functional_group	Sex	Fecal_type	GPS.N.	GPS.E.	GPS_decimal.N.	GPS_decimal.E.	Collected_time	Altitude	Temperature	Humidity...	Elevation	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	SG
Jeju1	Jeju1	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Scarabaeinae	Copris	tripartitus	Roller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju2	Jeju2	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Scarabaeinae	Copris	tripartitus	Roller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju3	Jeju3	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Scarabaeinae	Copris	tripartitus	Roller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju4	Jeju4	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Scarabaeinae	Copris	tripartitus	Roller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju5	Jeju5	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Colobopterus	propraetor	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju6	Jeju6	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Colobopterus	propraetor	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju7	Jeju7	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Aganocrossus	urostigma	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju8	Jeju8	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Aganocrossus	urostigma	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju9	Jeju9	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Melolonthinae	Heptophylla	picea	Plant_eater	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju10	Jeju10	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Melolonthinae	Heptophylla	picea	Plant_eater	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju12	Jeju12	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Sphaeridiinae	Cercyon	quisquilius	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju13	Jeju13	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Sphaeridiinae	Cercyon	quisquilius	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju14	Jeju14	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Sphaeridiinae	Cercyon	quisquilius	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju17	Jeju17	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Sphaeridiinae	Cercyon	quisquilius	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju18	Jeju18	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Sphaeridiinae	Cercyon	quisquilius	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju19	Jeju19	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Sphaeridiinae	Cercyon	quisquilius	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju20	Jeju20	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Sphaeridiinae	Cercyon	quisquilius	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju21	Jeju21	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Gilletianus	comatus	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju22	Jeju22	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Gilletianus	comatus	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju23	Jeju23	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Gilletianus	comatus	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju24	Jeju24	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Aganocrossus	urostigma	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju25	Jeju25	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Aganocrossus	urostigma	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju35	Jeju35	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Colobopterus	propraetor	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju36	Jeju36	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Colobopterus	propraetor	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju37	Jeju37	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Acrossus	superatratus	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju38	Jeju38	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Acrossus	superatratus	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju39	Jeju39	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Acrossus	superatratus	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju40	Jeju40	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	japonicus	Tunneller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju41	Jeju41	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	japonicus	Tunneller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Jeju42	Jeju42	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Aganocrossus	urostigma	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
JejuD1	JejuD1	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Aphodius	Unidentified	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
JejuD2	JejuD2	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Aphodius	Unidentified	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
JejuD3	JejuD3	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Aphodius	Unidentified	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
JejuS1	JejuS1	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Aphodius	Unidentified	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
JejuS2	JejuS2	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Aphodius	Unidentified	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
JejuS3	JejuS3	RepublicofKorea	JejuSeogwipo	7	2022	5	31	gut	Grassland	Sunny	Aphodiinae	Aphodius	Unidentified	Dweller	Unidentified	Cow	33_18_01_69	126_18 _01 _69	33.300469	126.300469	1700_1800	220m	22	74.6	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
7Mo1_1	7Mo1_1	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo1_2	7Mo1_2	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo1_3	7Mo1_3	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo2_1	7Mo2_1	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo2_2	7Mo2_2	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo2_3	7Mo2_3	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo3_1	7Mo3_1	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo3_2	7Mo3_2	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo3_3	7Mo3_3	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo4_2	7Mo4_2	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Yak	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo4_3	7Mo4_3	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Yak	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo5_1	7Mo5_1	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Yak	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo5_2	7Mo5_2	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Yak	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo5_3	7Mo5_3	Mongolia	Arkhangai	10	2022	6	20	fecal	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Yak	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo7	7Mo7	Mongolia	Arkhangai	10	2022	6	20	soil	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo8	7Mo8	Mongolia	Arkhangai	10	2022	6	20	soil	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo9	7Mo9	Mongolia	Arkhangai	10	2022	6	20	soil	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo10	7Mo10	Mongolia	Arkhangai	10	2022	6	20	soil	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo11	7Mo11	Mongolia	Arkhangai	10	2022	6	20	soil	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo12	7Mo12	Mongolia	Arkhangai	10	2022	6	20	soil	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
